LV	Cāļlauks	LV-3801	22.42835	56.68373
LV	Ciecere	LV-3326	22.05849	56.67824
LV	Ciesengure	LV-3615	22.04545	57.30339
LV	Čikstiņciems	LV-3285	22.77390	57.21915
LV	Cildi	LV-3457	21.70883	56.76724
LV	Cimdenieki	LV-3430	21.09317	56.52500
LV	Cīrava	LV-3453	21.38509	56.73534
LV	Cirkale	LV-3615	22.01780	57.15885
LV	Cirpstene	LV-3623	21.58404	57.22636
LV	Cirstes	LV-3270	22.40502	57.62308
LV	Cīruļi	LV-3253	22.47193	57.37323
LV	Ēdas	LV-3309	22.09235	56.86681
LV	Ēdole	LV-3310	21.69367	57.02103
LV	Elkšķene	LV-3601	21.63808	57.33526
LV	Elkšķene	LV-3621	21.63808	57.33526
LV	Emburga	LV-3851	22.52896	56.67523
LV	Embūte	LV-3436	21.81873	56.50580
LV	Eņģeļciems	LV-3292	22.62770	57.14853
LV	Ēvartciems	LV-3621	21.63808	57.33526
LV	Ēvarži	LV-3880	22.42122	56.59219
LV	Ezerciems	LV-3292	22.64289	57.12541
LV	Ezere	LV-3891	22.36344	56.40884
LV	Ezergaļi	LV-3294	22.49863	57.05760
LV	Ezeri	LV-3319	22.27283	57.12187
LV	Ezerkrogs	LV-3893	22.66261	56.44588
LV	Ezermuiža	LV-3264	22.80575	57.49409
LV	Fridriķmuiža	LV-3285	22.89387	57.22878
LV	Ieleja	LV-3285	22.78997	57.24034
LV	Ievkalni	LV-3461	21.14583	56.61999
LV	Iģene	LV-3281	22.82671	57.29971
LV	Ildzere	LV-3270	22.32432	57.54401
LV	Iļģi	LV-3430	21.22305	56.53511
LV	Iliņi	LV-3297	22.33307	57.26794
LV	Internātskola	LV-3324	21.87341	56.62959
LV	Irbene	LV-3601	21.86690	57.56520
LV	Īvande	LV-3313	21.75934	56.99580
LV	Īve	LV-3261	22.52712	57.42364
LV	Namiķi	LV-3861	22.39624	56.71872
LV	Neveja	LV-3270	22.30121	57.58437
LV	Nīca	LV-3473	21.06259	56.34499
LV	Nīca	LV-3476	21.06259	56.34499
LV	Nīcciems	LV-3613	22.02294	57.41107
LV	Nida	LV-3477	21.06667	56.10000
LV	Nīgrande	LV-3899	22.08890	56.48568
LV	Nīkrāce	LV-3320	21.94151	56.53460
LV	Nogale	LV-3260	22.73673	57.37322
LV	Novadnieki	LV-3309	22.09235	56.86681
LV	Odre	LV-3285	22.70163	57.23140
LV	Ogsils	LV-3601	21.76051	57.39726
LV	Okte	LV-3285	22.86157	57.28474
LV	Oktes pienotava	LV-3285	22.85035	57.27102
LV	Ošciems	LV-3262	22.62068	57.46347
LV	Ošenieki	LV-3876	22.28329	56.80876
LV	Oškalni	LV-3851	22.52097	56.66878
LV	Ostbaha	LV-3466	21.19844	56.87294
LV	Oste	LV-3270	22.26674	57.56348
LV	Ošvalki	LV-3626	21.45961	57.03560
LV	Otaņķi	LV-3474	21.10017	56.42799
LV	Otaņķi	LV-3475	21.10017	56.42799
LV	Otrie Dubeņi	LV-3438	21.10138	56.52728
LV	Oviši	LV-3601	21.71667	57.56667
LV	Ozoli	LV-3319	21.53600	56.32997
LV	Ozoli	LV-3484	21.53600	56.32997
LV	Ozolmuiža	LV-3893	22.48333	57.40000
LV	Ozolmuiža	LV-3261	22.48333	57.40000
LV	Tadaiķi	LV-3446	21.42014	56.52804
LV	Talsciems	LV-3251	22.55064	57.25153
LV	Talsi	LV-3201	22.61141	57.22666
LV	Tārgale	LV-3621	21.63333	57.33333
LV	Tāši	LV-3461	21.22380	56.59848
LV	Tebras	LV-3456	21.64027	56.68585
LV	Tigas	LV-3321	21.80000	57.05000
LV	Tilti	LV-3438	21.21999	56.42769
LV	Tiņģere	LV-3261	22.53460	57.45315
LV	Tiruļi	LV-3862	22.50000	56.71667
LV	Todaiži	LV-3313	21.70959	56.95718
LV	Tojāti	LV-3294	22.60672	57.03134
LV	Topciems	LV-3614	21.94880	57.39296
LV	Trēbējciems	LV-3613	22.01798	57.34689
LV	Trešie Dubeņi	LV-3438	21.10138	56.52728
LV	Tukums	LV-3320	21.98588	56.55577
LV	Turkmuiža	LV-3251	22.55137	57.23734
LV	Turlava	LV-3329	21.77038	56.83308
LV	Ūdrande	LV-3620	21.64105	57.28269
LV	Ugāle	LV-3615	22.02133	57.27682
LV	Uguņciems	LV-3281	22.96274	57.38136
LV	Uguņciems	LV-3284	22.96274	57.38136
LV	Ulmale	LV-3466	21.27540	56.93614
LV	Upenieki	LV-3270	22.98061	57.26069
LV	Upenieki	LV-3283	22.98061	57.26069
LV	Upesgrīva	LV-3284	23.01657	57.38655
LV	Upesgrīva	LV-3281	23.01657	57.38655
LV	Upesgrīva	LV-3284	23.01657	57.38655
LV	Upīškalns	LV-3301	22.01300	57.04145
LV	Upītes	LV-3313	21.78910	56.95280
LV	Upsēde	LV-3466	21.27220	56.76395
LV	Uši	LV-3264	22.80575	57.49409
LV	Usma	LV-3619	22.15326	57.21752
LV	Užava	LV-3627	21.45000	57.23333
LV	Zaļais ciems	LV-3619	22.08254	57.21915
LV	Zaļāmuiža	LV-3332	21.84201	56.86902
LV	Zalkšciems	LV-3309	22.07675	56.86077
LV	Zaļumi	LV-3324	21.84002	56.64702
LV	Zeidaki	LV-3434	21.58523	56.45861
